청,서,지구대파출소,X좌표,Y좌표,주소
강원청,강릉경찰서,강동파출소,128.9783,37.7277596,강원도 강릉시 강동면 안인리 764-1
강원청,강릉경찰서,강릉경찰서,128.9067625,37.7687,강릉시 포남동 1113
강원청,강릉경찰서,남부지구대,128.897125,37.74896794,강릉시 노암동 715-16
강원청,강릉경찰서,동부지구대,128.9263153,37.77403156,강릉시 송정동 740-3
강원청,강릉경찰서,북부지구대,128.8752375,37.8352654,강릉시 주문진읍 주문리 312-7
강원청,강릉경찰서,서부지구대,128.8755,37.76983333,강릉시 교1동 1814-4
강원청,강릉경찰서,옥계파출소,129.0384084,37.61250124,강원도 강릉시 옥계면 현내리 326-2
강원청,강릉경찰서,중부지구대,128.9002295,37.76349789,강릉시 교2동 133-3
강원청,강원원주경찰서,치악지구대,127.9866161,37.32898854,강원 원주시 반곡동 1924-1
강원청,고성경찰서,간성파출소,128.4713,38.3789154,강원 고성군 간성읍 신안리 248-2
강원청,고성경찰서,고성경찰서,128.4758125,38.3771404,고성군 간성읍 신안리 134-2
강원청,고성경찰서,금강파출소,128.4571767,38.44928014,강원 고성군 거진읍 거진 4리 160-1
강원청,고성경찰서,죽왕파출소,128.5263875,38.32593333,강원도 고성군 죽왕면 오호리 64-3
강원청,고성경찰서,토성파출소,128.5569583,38.25896052,강원 고성군 토성면 천진리 140
강원청,동해경찰서,동해경찰서,129.1164933,37.52504522,동해시 나안동 156-7
강원청,동해경찰서,묵호지구대,129.1070912,37.55052728,강원도 동해시 묵호진동 239-2
강원청,동해경찰서,북삼지구대,129.107017,37.48960136,강원도 동해시 동회동 110-1
강원청,동해경찰서,북평파출소,129.1265414,37.48357848,강원도 동해시 북평동 10-4
강원청,동해경찰서,천곡지구대,129.1070305,37.5248654,강원도 동해시 천곡동 1080-1
강원청,삼척경찰서,근덕파출소,129.225587,37.380732,삼척시 근덕면 교가리 656-4
강원청,삼척경찰서,도계파출소,129.0453819,37.23265731,삼척시 도계읍 도계리 262-3
강원청,삼척경찰서,미로파출소,129.1130573,37.41787878,삼척시 미로면 하거노리 215-1
강원청,삼척경찰서,삼척경찰서,129.1740005,37.44634488,삼척시 정상동 472
강원청,삼척경찰서,성내파출소,129.1641266,37.44333471,삼척시 남양동 34-8
강원청,삼척경찰서,원덕파출소,129.3376948,37.17494194,삼척시 원덕읍 호산리256-2
강원청,삼척경찰서,임원파출소,129.343375,37.2327596,삼척시 원덕읍 임원리 345-2
강원청,삼척경찰서,정라지구대,129.1867996,37.43741097,삼척시 정하동 187-27
강원청,삼척경찰서,하장파출소,128.9444625,37.3474654,삼척시 하장면 광동리 80-9
강원청,속초경찰서,강현파출소,128.607888,38.149249,양양군 강현면 정암리 448-46
강원청,속초경찰서,서면파출소,128.5857141,38.07157138,강원도 양양군 서면 상평리 35-1
강원청,속초경찰서,속초경찰서,128.568795,38.19687458,속초시 노학동 3-6
강원청,속초경찰서,양양지구대,128.6190815,38.07452551,양양군 양양읍 군행리5-1
강원청,속초경찰서,영랑지구대,128.5805303,38.19816223,속초시 교동 668-29
강원청,속초경찰서,청초지구대,128.586238,38.189776,속초시 조양동 1005-5
강원청,속초경찰서,현남파출소,128.759875,37.96964294,양양군 현남면 인구리16
강원청,속초경찰서,현북파출소,128.723187,38.019667,양양군 현북면 하광정리 125-1
강원청,양구경찰서,남면파출소,128.0339365,38.10804682,양구군 남면 용하리 414-24
강원청,양구경찰서,동면파출소,128.043825,38.20146794,양구군 동면 임당리 584-2 1/5
강원청,양구경찰서,방산파출소,127.9521375,38.20772627,양구군 방산면 장평리 344
강원청,양구경찰서,상리파출소,127.9862125,38.1053154,양구군 양구읍 상리 537-6 1/9
강원청,양구경찰서,양구경찰서,127.9910114,38.10552055,양구군 양구읍 상리 256
강원청,양구경찰서,해안파출소,128.137625,38.28553333,양구군 해안면 현리 159 1/4
강원청,영월경찰서,김삿갓파출소,128.5705789,37.12893212,강원 영월군 김삿갓면 옥동리1
강원청,영월경찰서,남면파출소,128.3992125,37.1858596,강원 영월군 남면 연당리875
강원청,영월경찰서,영월경찰서,128.4673845,37.18461576,영원군 영월읍 영흥2리 947-1
강원청,영월경찰서,영월지구대,128.4723757,37.18361131,강원 영월군 영월읍 영흥리845-5
강원청,영월경찰서,주천파출소,128.26725,37.27021667,강원 영월군 주천면 주천리1235
강원청,영월경찰서,중동파출소,128.6805544,37.14554871,강원 영월군 중동면 녹전리412
강원청,영월경찰서,한반도파출소,128.327775,37.2371846,강원 영월군 한반도면 신천리281-3
강원청,원주경찰서,단계지구대,127.9344625,37.35228206,원주시 단계동 1085-4
강원청,원주경찰서,단관지구대,127.961375,37.331075,원주시 단구동 200-10
강원청,원주경찰서,문막파출소,127.8169375,37.3117,원주시 문막읍 건등리 1717-6
강원청,원주경찰서,봉산지구대,127.95105,37.36380706,원주시 태장1동 1348-132
강원청,원주경찰서,부론파출소,127.7499938,37.20933851,원주시 부론면 법천리 1499
강원청,원주경찰서,북원지구대,127.9418244,37.37388005,원주시 우산동 411-23
강원청,원주경찰서,원주경찰서,127.9582565,37.34827365,원주시 봉산동 1105
강원청,원주경찰서,중앙지구대,127.9513,37.349115,원주시 학성동 329-15
강원청,원주경찰서,흥업지구대,127.918825,37.299867,원주시 흥업면 흥업리 601-1
강원청,인제경찰서,기린파출소,128.3181548,37.9546725,인제군 기린면 현리 393-1
강원청,인제경찰서,남면파출소,128.079125,37.967593,인제군 남면 신남리 368-1
강원청,인제경찰서,북면파출소,128.2136948,38.12640356,인제군 북면 원통리 1685-10
강원청,인제경찰서,상동파출소,128.1730906,38.06408799,인제군 인제읍 상동리 427-3
강원청,인제경찰서,서화파출소,128.2101182,38.22395223,인제군 서화면 천도리 590-5
강원청,인제경찰서,인제경찰서,128.1727248,38.07069403,인제군 인제읍 상동1리 380-1
강원청,정선경찰서,고한파출소,128.8499139,37.20409075,정선군 고한읍 고한리 91-66
강원청,정선경찰서,남면파출소,128.7391352,37.26670507,정선군 남면 문곡1리 322-4
강원청,정선경찰서,사북파출소,128.8200911,37.2278536,정선군 사북읍 사북리 344-10
강원청,정선경찰서,신동파출소,128.6451875,37.22020127,정선군 신동읍 예미리 616-8
강원청,정선경찰서,여량파출소,128.7243507,37.47194724,정선군 여량면 여량2리 115-3
강원청,정선경찰서,임계파출소,128.85055,37.4948096,정선군 임계면 송계6리 763-1
강원청,정선경찰서,정선경찰서,128.6617266,37.38175663,정선군 정선읍 봉양리 316
강원청,정선경찰서,정선파출소,128.66555,37.38002373,정선군 정선읍 봉양리 348-6
강원청,정선경찰서,화암파출소,128.7885408,37.33803804,정선군 화암면 화암2리 358-1
강원청,철원경찰서,갈말파출소,127.3134,38.14829873,철원군 갈말읍 신철원리 563
강원청,철원경찰서,김화파출소,127.4432709,38.24264173,철원군 서면 와수리 895-1
강원청,철원경찰서,동송지구대,127.2199,38.2040096,철원군 동송읍 이평리 710-4
강원청,철원경찰서,철원경찰서,127.3115291,38.14639561,철원군 갈말읍 신철원4리 650
강원청,춘천경찰서,남부지구대,127.7449509,37.86080421,춘천시 석사동 778-6
강원청,춘천경찰서,남산파출소,127.6464249,37.79142846,춘천시 남산면 창촌1리 67-5
강원청,춘천경찰서,사북파출소,127.6410125,38.029625,춘천시 사북면 신포리 395-9
강원청,춘천경찰서,서면파출소,127.709775,37.92252627,춘천시 서면 신매2리 812-2
강원청,춘천경찰서,서부지구대,127.71335,37.87433206,춘천시 근화동 751
강원청,춘천경찰서,소양로지구대,127.7163898,37.8830373,춘천시 근화동 551-34
강원청,춘천경찰서,신북파출소,127.7467364,37.92557092,춘천시 신북읍 율문5리 288-1
강원청,춘천경찰서,신사우파출소,127.7284445,37.90087105,춘천시 우두동 1051-4
강원청,춘천경찰서,중부지구대,127.7373148,37.8757722,춘천시 효자2동 603
강원청,춘천경찰서,춘천경찰서,127.7236125,37.87017373,춘천시 효자1동 590-1
강원청,춘천경찰서,후평지구대,127.748212,37.882832,춘천시 후평1동 726-7
강원청,태백경찰서,소도파출소,128.9790785,37.14210877,태백시 소도동 655-6
강원청,태백경찰서,장성파출소,129.00905,37.10237373,태백시 장성동 150-19
강원청,태백경찰서,철암파출소,129.0456189,37.12543543,태백시 철암동 산60-4
강원청,태백경찰서,태백경찰서,129.0084269,37.10242126,태백시 장성동 150-50
강원청,태백경찰서,통리파출소,129.038825,37.17225127,태백시 통리1길 112
강원청,태백경찰서,황지지구대,128.992214,37.16709843,태백시 황지동 409-20
강원청,평창경찰서,대관령파출소,128.7072759,37.67269824,평창군 대관령면 횡계리 324-1
강원청,평창경찰서,대화파출소,128.4555625,37.49904294,평창군 대화면 대화리 888-1
강원청,평창경찰서,중부지구대,128.3779469,37.61254754,평창군 봉평면 평촌리 546
강원청,평창경찰서,진부파출소,128.5579625,37.63679873,평창군 진부면 하진부7리 137
강원청,평창경찰서,평창경찰서,128.3893286,37.36951354,평창군 평창읍 하6리 230
강원청,평창경찰서,평창지구대,128.3951125,37.36629873,평창군 평창읍 평창읍 하리 50-12
강원청,홍천경찰서,남면파출소,127.7683125,37.61705706,홍천군 남면 양덕원리 194
강원청,홍천경찰서,내면파출소,128.3900909,37.77423653,홍천군 내면 창촌리 1575-2
강원청,홍천경찰서,내촌파출소,128.0872814,37.81614167,홍천군 내촌면 도관리 444-27
강원청,홍천경찰서,두촌파출소,128.01945,37.86880706,홍천군 두촌면 자은리 815-7
강원청,홍천경찰서,서면파출소,127.6623,37.6833346,홍천군 서면 두미리 451-3
강원청,홍천경찰서,서석파출소,128.1848751,37.71310767,홍천군 서석면 풍암리 468-2
강원청,홍천경찰서,홍천경찰서,127.9078822,37.7070021,홍천군 홍천읍 태학리 309
강원청,홍천경찰서,화촌파출소,127.9674569,37.77127057,홍천군 화촌면 성산리 460-5
강원청,홍천경찰서,희망지구대,127.8888668,37.69332981,홍천군 홍천읍 진리 43-1
강원청,화천경찰서,간동파출소,127.8174601,38.05565864,강원도 화천군 간동면 오음리 620-1
강원청,화천경찰서,사내파출소,127.522588,38.070025,강원도 화천군 사내면 사창리 385-5
강원청,화천경찰서,상서파출소,127.655325,38.1569404,강원도 화천군 상서면 파포리 147-1
강원청,화천경찰서,하남파출소,127.6672116,38.0587648,강원도 화천군 하남면 원천리 445-3
강원청,화천경찰서,하리파출소,127.7051375,38.1027654,강원도 화천군 화천읍 하리 53-44
강원청,화천경찰서,화천경찰서,127.7073,38.10622373,화천군 화천읍 아리 241
강원청,횡성경찰서,둔내파출소,128.2143508,37.51291572,강원 횡성군 둔내면 둔방내리 84-5
강원청,횡성경찰서,서원파출소,127.8486875,37.4868846,강원 횡성군 서원면 창촌리 588-1
강원청,횡성경찰서,안흥파출소,128.15715,37.413165,강원 횡성군 안흥면 안흥리 283-1
강원청,횡성경찰서,우천파출소,128.06745,37.457226,강원 횡성군 우천면 우항리 545
강원청,횡성경찰서,청일파출소,128.1489625,37.58264167,강원 횡성군 청일면 유동리 1043-1
강원청,횡성경찰서,횡성경찰서,127.9947826,37.49200086,횡성군 횡성읍 읍상리 606
강원청,횡성경찰서,횡성지구대,127.9850974,37.48790403,강원 횡성군 횡성읍 읍하리 119-3
강원청,,강원청,127.75785,37.8613904,춘천시 동내면 거두리 665-3
경기남부청,경기평택경찰서,신장파출소,127.0512416,37.07244402,경기도 평택시 신서로 65
경기남부청,과천경찰서,과천경찰서,126.9900492,37.42937081,과천시 중앙동 39
경기남부청,과천경찰서,과천지구대,126.9931625,37.4333346,과천시 관문로136번지
경기남부청,과천경찰서,별양지구대,126.9936589,37.424113,과천시 별양로 58번지
경기남부청,광명경찰서,광남지구대,126.8485625,37.46892627,광명시 광명6동 752-4
경기남부청,광명경찰서,광명경찰서,126.867825,37.47410127,광명시 철산3동 418
경기남부청,광명경찰서,광명지구대,126.8528486,37.47930316,광명시 광명4동 158-834
경기남부청,광명경찰서,소하지구대,126.8786597,37.44053395,광명시 소하2동 324-4
경기남부청,광명경찰서,철산지구대,126.8689682,37.47802507,광명시 철산3동 241-3
경기남부청,광명경찰서,하안지구대,126.8816839,37.45925643,광명시 하안3동 295-3
경기남부청,광주경찰서,경안지구대,127.25715,37.4118404,광주시 경안동 70-5
경기남부청,광주경찰서,곤지암파출소,127.3426922,37.34977656,광주시 곤지암읍 곤지암리 430-1
경기남부청,광주경찰서,광주경찰서,127.2395631,37.40830134,광주시 탄벌동 541-2
경기남부청,광주경찰서,남한산성파출소,127.1863125,37.47774294,광주시 중부면 산성리 401-2
경기남부청,광주경찰서,도척파출소,127.3312078,37.30019483,광주시 도척면 노곡리 283-8
경기남부청,광주경찰서,오포동부파출소,127.2315275,37.36793956,광주시 오포읍 추자리 105-7
경기남부청,광주경찰서,오포서부파출소,127.182743,37.34713582,광주시 오포읍 능평리 133번지
경기남부청,광주경찰서,초월파출소,127.2883589,37.38588061,광주시 초월읍 대쌍령리 211-6
경기남부청,광주경찰서,태전파출소,127.229475,37.3895154,광주시 태전동 232-1
경기남부청,광주경찰서,퇴촌파출소,127.3078421,37.47072919,광주시 퇴촌면 광동리 237-2
경기남부청,군포경찰서,군포경찰서,126.9360631,37.36056841,군포시 금정동 848
경기남부청,군포경찰서,군포지구대,126.9445739,37.35212862,경기 군포시 당동 775-18
경기남부청,군포경찰서,대야파출소,126.9174737,37.32795325,경기 군포시 대야미동 25블럭 17롯트
경기남부청,군포경찰서,산본지구대,126.9265446,37.36788409,경기 군포시 산본동 1105-4
경기남부청,김포경찰서,고촌파출소,126.769625,37.60158206,김포시 고촌읍 신곡리 566-4
경기남부청,김포경찰서,김포경찰서,126.6811837,37.63744709,김포시 북변동 361-2
경기남부청,김포경찰서,김포터미널파출소,126.7937221,37.60012611,김포시 고촌읍 전호리 81-3
경기남부청,김포경찰서,대곶파출소,126.5839,37.650732,김포시 대곶면 율생리 451-1
경기남부청,김포경찰서,마산파출소,126.6445504,37.63809143,김포시 김포한강8로 176
경기남부청,김포경찰서,사우지구대,126.7176845,37.6185003,김포시 사우동 246
경기남부청,김포경찰서,양촌지구대,126.6233749,37.65682695,김포시 양촌읍 양곡리 1548
경기남부청,김포경찰서,월곶파출소,126.5519463,37.716344,김포시 월곶면 군하리 207-1
경기남부청,김포경찰서,장기지구대,126.6678369,37.64847111,김포시 장기동 1326
경기남부청,김포경찰서,통진파출소,126.597505,37.69233978,김포시 통진읍 마송리 111-19
경기남부청,김포경찰서,하성파출소,126.6317835,37.71985387,김포시 하성면 마곡리 623-1
경기남부청,부천소사경찰서,범박지구대,126.8093473,37.47016794,경기도 부천시 소사구 범박동 155-3
경기남부청,부천소사경찰서,부천소사경찰서,126.7724189,37.48045158,부천시 소사구 송내2동 600
경기남부청,부천소사경찰서,소사지구대,126.7959732,37.48248647,소사구 소사본동 51
경기남부청,부천소사경찰서,송내지구대,126.7727004,37.47935842,부천시 소사구 송내2동 611-2
경기남부청,부천오정경찰서,고강파출소,126.815797,37.53096697,고강동 276-1
경기남부청,부천오정경찰서,내동지구대,126.77503,37.52046279,삼정동 196
경기남부청,부천오정경찰서,부천오정경찰서,126.8004255,37.51464899,부천시 오정구 여월동304
경기남부청,부천오정경찰서,성곡파출소,126.8006809,37.51799754,여월동 8-36
경기남부청,부천오정경찰서,원종지구대,126.8052019,37.52552929,경기도 부천시 오정구 원종동 233-11
경기남부청,부천원미경찰서,계남지구대,126.7715875,37.4977846,부천시 원미구 중동 1184-1
경기남부청,부천원미경찰서,부천원미경찰서,126.7774031,37.5023157,부천시 원미구 중2동 1105
경기남부청,부천원미경찰서,상동지구대,126.7535228,37.49175034,부천시 원미구 상동 396-3
경기남부청,부천원미경찰서,약대지구대,126.7706816,37.51422628,부천시 원미구 약대동 97-1
경기남부청,부천원미경찰서,역곡지구대,126.8081726,37.4861935,부천시 원미구 역곡동 53-11
경기남부청,부천원미경찰서,원미지구대,126.7908542,37.49616641,부천시 원미구 원미동 57
경기남부청,부천원미경찰서,중동지구대,126.7626125,37.50575833,부천시 원미구 중4동 1032-1
경기남부청,부천원미경찰서,중앙지구대,126.7823409,37.4846643,부천시 원미구 심곡동 173-1
경기남부청,분당경찰서,구미파출소,127.1207097,37.3393993,구미동223번지
경기남부청,분당경찰서,금곡지구대,127.1074899,37.35163048,금곡동173번지
경기남부청,분당경찰서,동판교파출소,127.1158023,37.40652204,성남시 분당구 동판교로 266번길 24
경기남부청,분당경찰서,분당경찰서,127.1054898,37.36532086,성남시 분당구 정자동 160
경기남부청,분당경찰서,서판교파출소,127.0981106,37.39234533,성남시 분당구 운중동 938번지
경기남부청,분당경찰서,서현지구대,127.1261875,37.38229873,서현동89-5번지
경기남부청,분당경찰서,수내파출소,127.1262875,37.3667154,수내동 85번지
경기남부청,분당경찰서,야탑지구대,127.1272864,37.4096422,야탑동505번지
경기남부청,성남수정경찰서,고등파출소,127.1029633,37.42421521,경기도 성남시 수정구 시흥동 191
경기남부청,성남수정경찰서,복정파출소,127.1274976,37.45622792,성남시 수정구 복정동 695번지
경기남부청,성남수정경찰서,산성파출소,127.1528826,37.45624504,성남시 수정구 산성동 670번지
경기남부청,성남수정경찰서,성남수정경찰서,127.1266751,37.4422603,성남시 수정구 태평1동 6812
경기남부청,성남수정경찰서,성남위례파출소,127.1496805,37.47238349,성남시 수정구 창곡동 513-4
경기남부청,성남수정경찰서,수진1파출소,127.1387625,37.4386846,성남시 수정구 수진1동 1921번지
경기남부청,성남수정경찰서,수진지구대,127.1284721,37.43375233,성남시 수정구 수진2동 4797번지
경기남부청,성남수정경찰서,신흥지구대,127.1439714,37.44134693,성남시 수정구 신흥3동 3775번지
경기남부청,성남수정경찰서,중앙파출소,127.1331156,37.44169807,성남시 수정구 태평2동 3498
경기남부청,성남수정경찰서,태평4파출소,127.1408215,37.44787097,성남시 수정구 태평4동 7290번지
경기남부청,성남중원경찰서,금광지구대,127.1680189,37.44505518,성남시 중원구 금광동 1944번지
경기남부청,성남중원경찰서,대원파출소,127.165775,37.43294294,성남시 중원구 상대원동 1437번지
경기남부청,성남중원경찰서,도촌파출소,127.1545961,37.41761674,경기도 성남시 중원구 도촌동 631
경기남부청,성남중원경찰서,상대원2파출소,127.1586,37.43916794,성남시 중원구 상대원2동 3154-1번지
경기남부청,성남중원경찰서,성남중원경찰서,127.1703813,37.44263889,성남시 중원구 상대원1동 269-1
경기남부청,성남중원경찰서,성호지구대,127.1399844,37.43608091,성남시 중원구 성남동 2199번지
경기남부청,성남중원경찰서,은행파출소,127.1654323,37.45582884,성남시 중원구 은행동 1417번지
경기남부청,수원남부경찰서,곡선지구대,127.0300387,37.25180062,권선구 권선동 1268-5
경기남부청,수원남부경찰서,광교파출소,127.0477122,37.28955751,경기도 수원시 영통구 이의동 1347-2
경기남부청,수원남부경찰서,권선파출소,127.0262879,37.26074913,권선구 권선동1012
경기남부청,수원남부경찰서,매탄지구대,127.0400036,37.26515692,팔달구 인계동 1117
경기남부청,수원남부경찰서,산남지구대,127.0530286,37.26865742,영통구 매탄동 1213-2
경기남부청,수원남부경찰서,세류지구대,127.0152071,37.24272727,권선구 세류동 1167-33
경기남부청,수원남부경찰서,수원남부경찰서,127.0544283,37.2721594,수원시 매탄2동 1196
경기남부청,수원남부경찰서,영통지구대,127.0778542,37.25478593,영통구 영통동 1046-2
경기남부청,수원남부경찰서,인계파출소,127.0314369,37.27578882,수원시 팔달구 인계동 930-1
경기남부청,수원남부경찰서,태장파출소,127.0554375,37.24034294,영통구 망포동 369-1
경기남부청,수원서부경찰서,고등파출소,127.0024439,37.27299596,수원시 팔달구 고등동 105.
경기남부청,수원서부경찰서,고색파출소,126.9862842,37.25205229,수원시 권선구 고색동 277.
경기남부청,수원서부경찰서,당수파출소,126.9418897,37.29183484,수원시 권선구 당수동 159-1.
경기남부청,수원서부경찰서,매산지구대,127.001563,37.264417,수원시 팔달구 매산로 1가 18.
경기남부청,수원서부경찰서,서호지구대,126.9714176,37.28071207,수원시 권선구 구운동 938.
경기남부청,수원서부경찰서,수원서부경찰서,126.9722699,37.25875737,수원시 권선구 탑동 911
경기남부청,수원서부경찰서,유천파출소,127.0143513,37.2691311,수원시 팔달구 매교동 77-34.
경기남부청,수원서부경찰서,호매실파출소,126.9513268,37.27320231,수원시 권선구 금곡동 331.
경기남부청,수원중부경찰서,노송지구대,126.9879875,37.31043333,수원시 장안구 파장동 566-15
경기남부청,수원중부경찰서,동부파출소,127.029662,37.2809233,수원시 팔달구 지동 480-6
경기남부청,수원중부경찰서,수원중부경찰서,126.9962821,37.29795592,수원시 장안구 정자3동 873-4
경기남부청,수원중부경찰서,율천파출소,126.9716154,37.29804769,수원시 장안구 율전동 433-3
경기남부청,수원중부경찰서,장안문지구대,127.00945,37.295775,수원시 장안구 조원동 661-11
경기남부청,수원중부경찰서,창룡문파출소,127.0220461,37.29109311,수원시 장안구 연무동 254-12
경기남부청,수원중부경찰서,행궁파출소,127.0164259,37.27493034,수원시 팔달구 중동 22-1
경기남부청,수원중부경찰서,화서문지구대,127.0063517,37.28252078,수원시 팔달구 화서동 647-1
경기남부청,시흥경찰서,군자파출소,126.7853339,37.34433375,시흥시 거모동 1757-6(군자로 513)
경기남부청,시흥경찰서,능곡파출소,126.8133978,37.36924388,시흥시 능곡동 613 번지
경기남부청,시흥경찰서,대야파출소,126.7853235,37.44423962,시흥시 대야동 494 번지
경기남부청,시흥경찰서,매화파출소,126.8147666,37.41616935,시흥시 매화동 202-1 번지
경기남부청,시흥경찰서,배곧지구대,126.72904,37.36723038,시흥시 서울대학로245번길 45
경기남부청,시흥경찰서,시화파출소,126.7436609,37.34017563,시흥시 정왕동 1785-4 번지
경기남부청,시흥경찰서,시흥경찰서,126.7880738,37.37675588,시흥시 장곡동 340
경기남부청,시흥경찰서,신천파출소,126.7868125,37.43760127,시흥시 신천동 772-24 번지
경기남부청,시흥경찰서,옥구지구대,126.7287138,37.35119309,시흥시 정왕동 1849-7 번지
경기남부청,시흥경찰서,은행파출소,126.7998875,37.44430127,시흥시 은행동 541-1 번지
경기남부청,시흥경찰서,장곡지구대,126.7812674,37.38200716,시흥시 장곡동 793-2 번지
경기남부청,시흥경찰서,정왕지구대,126.7410033,37.3487756,시흥시 정왕동 1800 번지
경기남부청,안산단원경찰서,고잔파출소,126.8320884,37.321369,안산시 단원구 고잔동 515
경기남부청,안산단원경찰서,공단파출소,126.7934282,37.31287305,안산시 단원구 원시동 773
경기남부청,안산단원경찰서,대부파출소,126.5825625,37.2450346,안산시 단원구 대부북동 249-6
경기남부청,안산단원경찰서,선부3파출소,126.8128,37.34485706,안산시 단원구 선부동 1135
경기남부청,안산단원경찰서,선부파출소,126.8090875,37.33208333,안산시 단원구 선부1동 1072-5
경기남부청,안산단원경찰서,신길파출소,126.7835045,37.3345833,안산시 단원구 신길동 1697
경기남부청,안산단원경찰서,안산단원경찰서,126.8291625,37.32173333,안산시 고잔1동 514
경기남부청,안산단원경찰서,와동파출소,126.827725,37.3405904,안산시 단원구 와동 109-9
경기남부청,안산단원경찰서,원곡파출소,126.7945333,37.33265181,안산시 단원구 원곡동 753
경기남부청,안산단원경찰서,원선파출소,126.7972302,37.3280732,안산시 단원구 원곡동 821-3
경기남부청,안산단원경찰서,호수지구대,126.8249098,37.31030868,안산시 단원구 고잔동 712-3
경기남부청,안산상록경찰서,반월파출소,126.9022875,37.30565833,안산시 상록구 건건동 645
경기남부청,안산상록경찰서,본오1파출소,126.863503,37.28487625,안산시 상록구 본오동 1153-1
경기남부청,안산상록경찰서,본오지구대,126.8612625,37.30261667,안산시 상록구 본오동 877-3
경기남부청,안산상록경찰서,부곡파출소,126.8608019,37.33166978,안산시 상록구 부곡동 671-11
경기남부청,안산상록경찰서,사동지구대,126.8513,37.29681667,안산시 상록구 사1동 1304-1
경기남부청,안산상록경찰서,성포파출소,126.8473438,37.32700656,안산시 상록구 성포동 593-18
경기남부청,안산상록경찰서,수암파출소,126.8763933,37.36398692,안산시 상록구 수암동 502
경기남부청,안산상록경찰서,안산상록경찰서,126.8451087,37.2993411,안산시 상록구 사1동 1586
경기남부청,안산상록경찰서,월피파출소,126.8463639,37.33314167,안산시 상록구 월피동 512-3
경기남부청,안산상록경찰서,이동파출소,126.8512205,37.30715126,안산시 상록구 중보1길 35
경기남부청,안산상록경찰서,일동파출소,126.8643814,37.31266803,안산시 상록구 일동600-6
경기남부청,안성경찰서,공도지구대,127.1728827,37.00061265,안성시 공도읍 만정리 425-6
경기남부청,안성경찰서,금광파출소,127.3230635,37.00094919,안성시 금광면 금광리 93-5
경기남부청,안성경찰서,내리지구대,127.2156896,36.97611781,경기도 안성시 미양면 양지길 19
경기남부청,안성경찰서,대덕파출소,127.237525,37.01266667,안성시 대덕면 건지리 291-3
경기남부청,안성경찰서,보개파출소,127.290035,37.02256153,안성시 보개면 불현리 산20
경기남부청,안성경찰서,안성경찰서,127.2484649,37.00047338,안성시 도기동 544-8
경기남부청,안성경찰서,양성파출소,127.1952625,37.05869167,안성시 양성면 동항리 291
경기남부청,안성경찰서,원곡파출소,127.1292875,37.039225,안성시 원곡면 외가천리 267-3
경기남부청,안성경찰서,일죽파출소,127.4776442,37.09365858,안성시 일죽면 송천리 18
경기남부청,안성경찰서,죽산파출소,127.422025,37.07495,안성시 죽산면 죽산리 432-7
경기남부청,안성경찰서,중앙지구대,127.2710214,37.00429314,안성시 석정동 256-2
경기남부청,안양동안경찰서,갈산지구대,126.9518625,37.38260706,안양시 동안구 갈산동 1118-1
경기남부청,안양동안경찰서,범계지구대,126.9527397,37.38989692,안양시 동안구 범계동 1051-2
경기남부청,안양동안경찰서,비산지구대,126.9382498,37.39911597,안양시 동안구 비산동 459
경기남부청,안양동안경찰서,안양동안경찰서,126.9487446,37.39127378,안양시 동안구 부흥동 1105
경기남부청,안양동안경찰서,인덕원지구대,126.977258,37.40116858,안양시 동안구 관양2동 1505
경기남부청,안양동안경찰서,평안지구대,126.9645043,37.39047204,안양시 동안구 평안동 896-5
경기남부청,안양동안경찰서,호계파출소,126.9588289,37.36822631,안양시 동안구 호계동 1006-9
경기남부청,안양만안경찰서,명학지구대,126.9305511,37.38965949,안양시 만안구 안양6동441-1번지
경기남부청,안양만안경찰서,박달파출소,126.9071955,37.40232226,안양시 만안구 박달동 94-136번지
경기남부청,안양만안경찰서,석수지구대,126.9184265,37.41473288,안양시 만안구 안양동 42-17번지
경기남부청,안양만안경찰서,안양만안경찰서,126.9264023,37.38715975,안양시 만안구 안양8동 576-2
경기남부청,안양만안경찰서,안양지구대,126.9230208,37.40116156,안양시 만안구 안양1동 88-1번지
경기남부청,양평경찰서,강상파출소,127.4849927,37.48226103,
경기남부청,양평경찰서,강하파출소,127.4111689,37.49591094,양평군 강하면 운심1리 34-4
경기남부청,양평경찰서,개군파출소,127.5378875,37.4253846,양평군 개군면 하자포리 223-1
경기남부청,양평경찰서,단월파출소,127.6743441,37.53294611,양평군 단월면 보룡리 91-6
경기남부청,양평경찰서,서종파출소,127.351875,37.603107,양평군 서종면 문호리 779-2
경기남부청,양평경찰서,양근지구대,127.4907254,37.48863457,
경기남부청,양평경찰서,양동파출소,127.7529375,37.42047627,양평군 양동면 쌍학리 227
경기남부청,양평경찰서,양서파출소,127.319336,37.54472924,양평군 양서면 양수리 559-6
경기남부청,양평경찰서,양평경찰서,127.4902285,37.48849187,경기도 양평군 양평읍 양근리 279
경기남부청,양평경찰서,옥천파출소,127.4568243,37.51835145,양평군 옥천면 옥천1리 865-17
경기남부청,양평경찰서,용문파출소,127.5928625,37.48410127,양평군 용문면 다문리 722
경기남부청,양평경찰서,지평파출소,127.63615,37.475318,양평군 지평면 지평리 536
경기남부청,양평경찰서,청운파출소,127.7087211,37.55429948,양평군 청운면 용두리 359-2
경기남부청,여주경찰서,가남파출소,127.545573,37.20373006,여주군 가남면 태평리 177
